kW
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.008272826021748787
0.061513498469646925
0.11358587828120587
0.12521841509247866
0.12159498179689272
0.09127703200921537
0.045556161762646964
0.010076169132518385
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0021717805339780383
0.01948752839747599
0.03963681344247414
0.06782600910011549
0.097485711431616
0.09175077771399047
0.07097881085941873
0.022975881479815496
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.009323436768530986
0.06352519145767319
0.1292455006828124
0.17675585121210222
0.1838967578465718
0.14860644759549027
0.0949583031700684
0.024539157240496337
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.007065147223080813
0.05293699217682308
0.10935550095109078
0.1335227093143124
0.1390872585401324
0.11358714214441808
0.07289031603113953
0.022728508090275594
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.005756005693219811
0.041113270590589175
0.08538175542545942
0.09972818628312906
0.11333598193515368
0.09371196064857455
0.035930528510949106
0.00832145712344581
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.004671198187629882
0.03878440635282506
0.05749230920641576
0.06965449602010836
0.06839318975568182
0.053336822804924786
0.044870356417192114
0.014195245131466775
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0057341805129403345
0.03236424828884666
0.07574785148498506
0.09956907061206846
0.10233657326718784
0.06189708991671902
0.04286919571882778
0.017667157641904935
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.011200258498024602
0.07164393320601188
0.1252863818073057
0.15180850767051046
0.14189294910028202
0.12599724672848334
0.06470222949807132
0.016880767105496314
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.011331908531254303
0.07116638579996604
0.13430848056993688
0.1781650230919817
0.18667913641744516
0.1568846836248286
0.09939111710163054
0.028027447754385617
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.006434503254821269
0.03015267263970432
0.061739943698064355
0.08094775953275
0.07015751017036616
0.03558408083024435
0.012479741096874447
0.013756643987164897
0.0
0.0
0.0
0.0
0.0
0.0
