kW
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.07547479662686628
0.21974452931453314
0.33299902277453947
0.39361074458892753
0.4065040209912415
0.3701116617678221
0.28264692079670356
0.15321684881335296
0.022742313309905466
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.07422169509137852
0.21498634122787194
0.3253724262972559
0.4024553237628367
0.4123172318592694
0.36071360663153845
0.272334411092908
0.15656954682985028
0.029346488316196323
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.07046723910154938
0.21088911659941992
0.32519545585075105
0.38692506933924964
0.40009735589152745
0.36342927180097
0.27706637006460416
0.15757209414883916
0.023940245576584824
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.06931474936370227
0.21084523713094735
0.32402976866509486
0.38477241969610715
0.3984923798222173
0.3627639952101089
0.2772511685370824
0.1578267279496908
0.02485807685817805
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0680807333353645
0.20848682973845384
0.3234076546813399
0.3869364867061385
0.4025776850103414
0.36862555949626524
0.28968850287223047
0.16253166916743783
0.0271912439119207
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.07223149051876843
0.2248995551606552
0.33547513257499395
0.4001293202318412
0.41508131643539464
0.38075437851884353
0.30014555315990976
0.17084644157071066
0.030031300344339432
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.07452785254499744
0.2210058592378731
0.3373675013439821
0.40200889602183193
0.4163153633836601
0.3833305601549878
0.30437991785935253
0.17473470794522653
0.03174754145533995
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.07632342209098639
0.21884388967890192
0.3393418685296608
0.40417729156445287
0.42099512696998065
0.38685665391434254
0.308256001099913
0.18039163910724504
0.03503624227873688
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.07419334289145214
0.220351987389278
0.3375692948854598
0.4020438525823999
0.4172116075907249
0.3835027501747375
0.3045735256094797
0.17650043202763752
0.035349346507081755
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.07576506465028145
0.2239665946948982
0.34073555911024916
0.40670609957188086
0.42324257384246566
0.38976894974204823
