wavelength,EQE
280.0,12.442501879936499
281.0,12.442501879936499
282.0,12.442501879936499
283.0,12.442501879936499
284.0,12.442501879936499
285.0,12.442501879936499
286.0,12.442501879936499
287.0,12.442501879936499
288.0,12.442501879936499
289.0,12.442501879936499
290.0,12.442501879936499
291.0,12.442501879936499
292.0,12.442501879936499
293.0,12.442501879936499
294.0,12.442501879936499
295.0,12.442501879936499
296.0,12.442501879936499
297.0,12.442501879936499
298.0,12.442501879936499
299.0,12.442501879936499
300.0,12.442501879936499
301.0,12.442501879936499
302.0,12.442501879936499
303.0,12.442501879936499
304.0,12.442501879936499
305.0,12.442501879936499
306.0,12.442501879936499
307.0,12.442501879936499
308.0,12.442501879936499
309.0,12.442501879936499
310.0,12.442501879936499
311.0,12.442501879936499
312.0,12.442501879936499
313.0,12.442501879936499
314.0,12.442501879936499
315.0,12.442501879936499
316.0,12.442501879936499
317.0,12.442501879936499
318.0,12.442501879936499
319.0,12.442501879936499
320.0,12.442501879936499
321.0,12.442501879936499
322.0,12.442501879936499
323.0,12.442501879936499
324.0,12.442501879936499
325.0,12.442501879936499
326.0,12.442501879936499
327.0,12.442501879936499
328.0,12.442501879936499
329.0,12.442501879936499
330.0,12.442501879936499
331.0,12.442501879936499
332.0,12.442501879936499
333.0,12.442501879936499
334.0,12.442501879936499
335.0,12.442501879936499
336.0,12.442501879936499
337.0,12.442501879936499
338.0,12.442501879936499
339.0,12.442501879936499
340.0,12.442501879936499
341.0,12.442501879936499
342.0,12.442501879936499
343.0,12.442501879936499
344.0,12.442501879936499
345.0,12.442501879936499
346.0,12.442501879936499
347.0,12.442501879936499
348.0,12.442501879936499
349.0,12.375441664027036
350.0,12.288708028714296
351.0,12.201974393401558
352.0,12.11524075808882
353.0,12.02850712277608
354.0,11.941773487463342
355.0,11.855039852150602
356.0,11.82750648772569
357.0,11.80553773428087
358.0,11.783568980836051
359.0,11.76160022739123
360.0,11.73963147394641
361.0,11.717662720501592
362.0,11.695693967056771
363.0,11.67372521361195
364.0,11.76276626410876
365.0,11.859383693228684
366.0,11.956001122348608
367.0,12.052618551468532
368.0,12.149235980588456
369.0,12.24585340970838
370.0,12.342470838828302
371.0,12.439088267948225
372.0,12.540412381694816
373.0,12.65181822438118
374.0,12.763224067067545
375.0,12.874629909753908
376.0,12.986035752440273
377.0,13.097441595126638
378.0,13.237847002887678
379.0,13.556859783659851
380.0,13.875872564432024
381.0,14.194885345204197
382.0,14.51389812597637
383.0,15.13291063627609
384.0,15.757967552401114
385.0,16.68684237360008
386.0,17.391977855508408
387.0,17.969081901103458
388.0,19.255810201848444
389.0,20.049620813415405
390.0,20.762420602576437
391.0,21.54837562877389
392.0,22.324002190480595
393.0,23.1205264045268
394.0,23.99596770454142
395.0,25.03660178597627
396.0,25.885540713598985
397.0,26.70174122869348
398.0,27.43165679463228
399.0,28.103730804526766
400.0,28.815036474101788
401.0,29.860888437337906
402.0,31.33322051911556
403.0,33.11788365070691
404.0,36.35311123658664
405.0,38.023045031019095
406.0,39.90737178976081
407.0,41.62806544064339
408.0,43.82284240293505
409.0,46.126852000307004
410.0,47.9992303126282
411.0,49.96403890030426
412.0,53.019289776479845
413.0,54.18025636408485
414.0,56.8100874864951
415.0,57.876953807276266
416.0,60.220088229568105
417.0,62.56066155527288
418.0,65.45804881293176
419.0,68.27153123561942
420.0,70.94859416847147
421.0,72.10351167367511
422.0,72.28835921465087
423.0,72.4732067556266
424.0,72.65805429660236
425.0,72.8429018375781
426.0,73.02774937855385
427.0,73.21259691952959
428.0,73.39744446050533
429.0,73.58229200148108
430.0,73.7716850642286
431.0,73.96656129115851
432.0,74.1614375180884
433.0,74.35631374501831
434.0,74.55118997194822
435.0,74.74606619887811
436.0,74.94094242580802
437.0,75.13581865273791
438.0,75.33069487966782
439.0,75.52557110659771
440.0,75.63549143828256
441.0,75.74074670613605
442.0,75.84600197398956
443.0,75.95125724184307
444.0,76.05651250969656
445.0,76.16176777755007
446.0,76.26702304540356
447.0,76.37227831325707
448.0,76.47753358111058
449.0,76.58278884896407
450.0,76.69255628081304
451.0,76.806063465574
452.0,76.91957065033496
453.0,77.03307783509594
454.0,77.1465850198569
455.0,77.26009220461786
456.0,77.37359938937882
457.0,77.4871065741398
458.0,77.60061375890076
459.0,77.71412094366173
460.0,77.82762812842269
461.0,77.94918074214266
462.0,78.07751621284831
463.0,78.20585168355397
464.0,78.33418715425964
465.0,78.4625226249653
466.0,78.59085809567095
467.0,78.71919356637662
468.0,78.84752903708228
469.0,78.97586450778795
470.0,79.10419997849361
471.0,79.23253544919926
472.0,79.36602436328147
473.0,79.49985235768081
474.0,79.63368035208013
475.0,79.76750834647947
476.0,79.90133634087881
477.0,80.03516433527814
478.0,80.16899232967748
479.0,80.30282032407682
480.0,80.43664831847614
481.0,80.57047631287548
482.0,80.69633374209742
483.0,80.81915676912779
484.0,80.94197979615814
485.0,81.0648028231885
486.0,81.18762585021886
487.0,81.31044887724921
488.0,81.43327190427958
489.0,81.55609493130994
490.0,81.69376808392344
491.0,81.8336334497403
492.0,81.97349881555715
493.0,82.11336418137401
494.0,82.25322954719086
495.0,82.39309491300772
496.0,82.52131927697783
497.0,82.63404961824995
498.0,82.74677995952206
499.0,82.85951030079416
500.0,82.97224064206627
501.0,83.08497098333838
502.0,83.19770132461049
503.0,83.3104316658826
504.0,83.42316200715472
505.0,83.53589234842683
506.0,83.64862268969894
507.0,83.75041879973351
508.0,83.84377891179747
509.0,83.93713902386143
510.0,84.0304991359254
511.0,84.12385924798936
512.0,84.21721936005332
513.0,84.31057947211728
514.0,84.40393958418124
515.0,84.49729969624521
516.0,84.59065980830916
517.0,84.68401992037312
518.0,84.75761201273596
519.0,84.79706463301383
520.0,84.8365172532917
521.0,84.87596987356957
522.0,84.91542249384744
523.0,84.95487511412531
524.0,84.99432773440319
525.0,85.03378035468106
526.0,85.07323297495893
527.0,85.1126855952368
528.0,85.15213821551467
529.0,85.19032009657865
530.0,85.22224993856607
531.0,85.25417978055349
532.0,85.28610962254089
533.0,85.31803946452831
534.0,85.34996930651573
535.0,85.38189914850314
536.0,85.41382899049056
537.0,85.44575883247798
538.0,85.47768867446538
539.0,85.5096185164528
540.0,85.45598772399164
541.0,85.33807836942022
542.0,85.22016901484878
543.0,85.10225966027735
544.0,84.98435030570592
545.0,84.86644095113449
546.0,84.74853159656305
547.0,84.63062224199163
548.0,84.5127128874202
549.0,84.39480353284875
550.0,84.28240915393651
551.0,84.17163471870599
552.0,84.06086028347546
553.0,83.95008584824494
554.0,83.83931141301441
555.0,83.72853697778389
556.0,83.5852937947414
557.0,83.43745569775284
558.0,83.28961760076427
559.0,83.1417795037757
560.0,82.99394140678713
561.0,82.84610330979856
562.0,82.81614541515165
563.0,82.81898382446943
564.0,82.82182223378719
565.0,82.82466064310496
566.0,82.82749905242272
