wavelength,EQE
280.0,1.5804176006761477
281.0,1.56215169093764
282.0,1.6233356611863674
283.0,1.7049165026635325
284.0,1.7864973441406973
285.0,1.868078185617862
286.0,1.949659027095027
287.0,2.0312398685721917
288.0,2.112820710049357
289.0,2.1944015515265214
290.0,2.2759823930036864
291.0,2.3575632344808515
292.0,2.439144075958016
293.0,2.520724917435181
294.0,2.6023057589123457
295.0,2.6838866003895108
296.0,2.765467441866676
297.0,2.8395187240040194
298.0,2.9034363091141056
299.0,2.9673538942241917
300.0,3.0312714793342774
301.0,3.0951890644443636
302.0,3.1591066495544498
303.0,3.223024234664536
304.0,3.286941819774622
305.0,3.3508594048847082
306.0,3.4147769899947944
307.0,3.4786945751048806
308.0,3.5426121602149667
309.0,3.5377468348132846
310.0,3.5039735681499153
311.0,3.470200301486546
312.0,3.4364270348231774
313.0,3.402653768159808
314.0,3.368880501496439
315.0,3.33510723483307
316.0,3.301333968169701
317.0,3.2675607015063317
318.0,3.233787434842963
319.0,3.2000141681795937
320.0,3.1662409015162245
321.0,3.1324676348528557
322.0,3.0986943681894865
323.0,3.0649211015261173
324.0,3.0311478348627485
325.0,2.9973745681993793
326.0,2.96360130153601
327.0,2.9298280348726413
328.0,2.896054768209272
329.0,2.8930458344905667
330.0,2.899586888680099
331.0,2.906127942869632
332.0,2.9126689970591646
333.0,2.919210051248697
334.0,2.9257511054382297
335.0,2.9322921596277625
336.0,2.938833213817295
337.0,2.9453742680068276
338.0,2.9519153221963603
339.0,2.9584563763858926
340.0,2.9649974305754254
341.0,2.971538484764958
342.0,2.9780795389544905
343.0,2.9846205931440233
344.0,2.9954631446443085
345.0,3.0473254737343596
346.0,3.0991878028244106
347.0,3.1510501319144617
348.0,3.202912461004513
349.0,3.2547747900945643
350.0,3.3066371191846153
351.0,3.3584994482746664
352.0,3.4103617773647175
353.0,3.4622241064547685
354.0,3.5140864355448196
355.0,3.565948764634871
356.0,3.617811093724922
357.0,3.669673422814973
358.0,3.7215357519050243
359.0,3.773398080995076
360.0,3.8213230046702917
361.0,3.863516537844462
362.0,3.905710071018632
363.0,3.9479036041928017
364.0,3.990097137366972
365.0,4.032290670541142
366.0,4.074484203715312
367.0,4.116677736889482
368.0,4.158871270063652
369.0,4.201064803237822
370.0,4.2432583364119925
371.0,4.285451869586162
372.0,4.327645402760332
373.0,4.369838935934502
374.0,4.412032469108672
375.0,4.454226002282843
376.0,4.501084854697453
377.0,4.549724821691235
378.0,4.598364788685018
379.0,4.6470047556788
380.0,4.695644722672583
381.0,4.744284689666365
382.0,4.792924656660148
383.0,4.84156462365393
384.0,4.890204590647713
385.0,4.938844557641495
386.0,4.987484524635278
387.0,5.03612449162906
388.0,5.084764458622843
389.0,5.133404425616625
390.0,5.182044392610408
391.0,5.230925429927599
392.0,5.286009551439721
393.0,5.341093672951843
394.0,5.396177794463965
395.0,5.451261915976087
396.0,5.506346037488208
397.0,5.56143015900033
398.0,5.616514280512451
399.0,5.671598402024573
400.0,5.726682523536695
401.0,5.781766645048816
402.0,5.836850766560938
403.0,5.89193488807306
404.0,5.947019009585182
405.0,6.002103131097304
406.0,6.057187252609426
407.0,6.10890394881279
408.0,6.1543209838849995
409.0,6.199738018957208
410.0,6.245155054029418
411.0,6.2905720891016275
412.0,6.335989124173836
413.0,6.381406159246046
414.0,6.4268231943182546
415.0,6.472240229390464
416.0,6.517657264462674
417.0,6.5630742995348825
418.0,6.608491334607092
419.0,6.653908369679302
420.0,6.6993254047515105
421.0,6.74474243982372
422.0,6.79015947489593
423.0,6.852671441526649
424.0,6.923855985321193
425.0,6.995040529115739
426.0,7.066225072910283
427.0,7.137409616704829
428.0,7.2085941604993735
429.0,7.279778704293919
430.0,7.350963248088464
431.0,7.422147791883009
432.0,7.493332335677554
433.0,7.564516879472099
434.0,7.635701423266644
435.0,7.706885967061189
436.0,7.778070510855734
437.0,7.849255054650279
438.0,7.920439598444824
439.0,7.98539540895299
440.0,8.05014149119642
441.0,8.11488757343985
442.0,8.17963365568328
443.0,8.24437973792671
444.0,8.30912582017014
445.0,8.373871902413569
446.0,8.438617984657
447.0,8.50336406690043
448.0,8.568110149143859
449.0,8.63285623138729
450.0,8.69760231363072
451.0,8.762348395874149
452.0,8.82709447811758
453.0,8.89184056036101
454.0,8.95040283890411
455.0,8.992596372078275
456.0,9.034789905252442
457.0,9.076983438426609
458.0,9.119176971600774
459.0,9.161370504774942
460.0,9.203564037949109
461.0,9.245757571123274
462.0,9.287951104297441
463.0,9.330144637471609
464.0,9.372338170645774
465.0,9.414531703819941
466.0,9.456725236994108
467.0,9.498918770168274
468.0,9.541112303342441
469.0,9.583305836516608
470.0,9.629958824616835
471.0,9.67970214827627
472.0,9.729445471935703
473.0,9.779188795595136
474.0,9.82893211925457
475.0,9.878675442914004
476.0,9.928418766573438
477.0,9.978162090232871
478.0,10.027905413892304
479.0,10.077648737551739
480.0,10.127392061211172
481.0,10.177135384870605
482.0,10.22687870853004
483.0,10.276622032189472
484.0,10.324939003810668
485.0,10.368397342329894
486.0,10.411855680849118
487.0,10.455314019368345
488.0,10.498772357887571
489.0,10.542230696406795
490.0,10.585689034926022
491.0,10.629147373445248
492.0,10.672605711964474
493.0,10.716064050483698
494.0,10.759522389002925
495.0,10.80298072752215
496.0,10.846439066041377
497.0,10.889897404560601
498.0,10.933355743079828
499.0,10.976814081599054
500.0,11.018028178034415
501.0,11.050909205716373
502.0,11.083790233398332
503.0,11.116671261080292
504.0,11.14955228876225
505.0,11.18243331644421
506.0,11.215314344126169
