kWh
27495.80662309949
19805.705128972637
15855.117764880939
14465.552307342006
13624.777258350092
13586.08049877306
14409.266111593592
17585.918284144624
31143.855685043476
48722.738194719546
61271.04195938124
71335.71733664426
72714.72913248037
60866.48492743954
47885.48103296191
41018.56515165558
37535.856789722566
44219.84253484655
55023.27423130746
62016.834053047714
56328.41039522378
47681.44357337391
40371.27390054885
29775.3975509102
20512.80046306207
15179.683415899986
13913.244011560706
13547.38373919603
13765.492747721124
16477.78380534775
31692.646093590498
45532.014473231415
46963.794577581655
43347.40650074615
40881.367549518836
41623.64175595102
45982.30403921872
45556.63968387134
40578.82924737112
36874.49398967872
37011.69159181548
45264.65504342646
58463.76794642917
65812.63437883128
59184.93482945571
49591.656341585665
41043.190362295514
30391.027816908456
20512.80046306207
15179.683415899986
13913.244011560706
13547.38373919603
13765.492747721124
16477.78380534775
31692.646093590498
45532.014473231415
46963.794577581655
43347.40650074615
40881.367549518836
41623.64175595102
45982.30403921872
45556.63968387134
40578.82924737112
36874.49398967872
37011.69159181548
45264.65504342646
58463.76794642917
65812.63437883128
59184.93482945571
49591.656341585665
41043.190362295514
30391.027816908456
23583.916018584827
18599.069807616048
14810.305256301031
13966.012320074846
13529.794303024646
14099.692034977325
18679.981214004387
28829.08588489001
42112.62808151535
49859.01577139062
52018.99853323595
54523.7342440403
58608.00132303448
58326.57034429242
53981.97960996183
50587.2184288857
50910.86405443908
63494.34669144354
73668.07657296909
73917.84656660268
60493.5888806063
47171.34992440393
43094.118619878296
36554.36625135963
27495.80662309949
19805.705128972637
15855.117764880939
14465.552307342006
13624.777258350092
13586.08049877306
14409.266111593592
17585.918284144624
31143.855685043476
48722.738194719546
61271.04195938124
71335.71733664426
72714.72913248037
60866.48492743954
47885.48103296191
41018.56515165558
37535.856789722566
44219.84253484655
55023.27423130746
62016.834053047714
56328.41039522378
47681.44357337391
40371.27390054885
29775.3975509102
20512.80046306207
15179.683415899986
13913.244011560706
13547.38373919603
13765.492747721124
16477.78380534775
31692.646093590498
45532.014473231415
46963.794577581655
43347.40650074615
40881.367549518836
41623.64175595102
45982.30403921872
45556.63968387134
40578.82924737112
36874.49398967872
37011.69159181548
45264.65504342646
58463.76794642917
65812.63437883128
59184.93482945571
49591.656341585665
41043.190362295514
30391.027816908456
20512.80046306207
15179.683415899986
13913.244011560706
13547.38373919603
13765.492747721124
16477.78380534775
31692.646093590498
45532.014473231415
46963.794577581655
43347.40650074615
40881.367549518836
41623.64175595102
45982.30403921872
45556.63968387134
40578.82924737112
36874.49398967872
37011.69159181548
45264.65504342646
58463.76794642917
65812.63437883128
59184.93482945571
49591.656341585665
41043.190362295514
30391.027816908456
20512.80046306207
15179.683415899986
13913.244011560706
13547.38373919603
13765.492747721124
16477.78380534775
31692.646093590498
45532.014473231415
46963.794577581655
43347.40650074615
40881.367549518836
41623.64175595102
45982.30403921872
45556.63968387134
40578.82924737112
36874.49398967872
37011.69159181548
45264.65504342646
58463.76794642917
65812.63437883128
59184.93482945571
49591.656341585665
41043.190362295514
30391.027816908456
20512.80046306207
15179.683415899986
13913.244011560706
13547.38373919603
13765.492747721124
16477.78380534775
31692.646093590498
45532.014473231415
46963.794577581655
43347.40650074615
40881.367549518836
41623.64175595102
45982.30403921872
45556.63968387134
40578.82924737112
36874.49398967872
37011.69159181548
45264.65504342646
58463.76794642917
65812.63437883128
59184.93482945571
49591.656341585665
41043.190362295514
30391.027816908456
20512.80046306207
15179.683415899986
13913.244011560706
13547.38373919603
13765.492747721124
16477.78380534775
31692.646093590498
45532.014473231415
46963.794577581655
43347.40650074615
40881.367549518836
41623.64175595102
45982.30403921872
45556.63968387134
40578.82924737112
36874.49398967872
37011.69159181548
45264.65504342646
58463.76794642917
65812.63437883128
59184.93482945571
49591.656341585665
41043.190362295514
30391.027816908456
23583.916018584827
18599.069807616048
14810.305256301031
13966.012320074846
13529.794303024646
14099.692034977325
18679.981214004387
28829.08588489001
42112.62808151535
49859.01577139062
52018.99853323595
54523.7342440403
58608.00132303448
58326.57034429242
53981.97960996183
50587.2184288857
50910.86405443908
63494.34669144354
73668.07657296909
73917.84656660268
60493.5888806063
47171.34992440393
43094.118619878296
36554.36625135963
27495.80662309949
19805.705128972637
15855.117764880939
14465.552307342006
13624.777258350092
13586.08049877306
14409.266111593592
17585.918284144624
31143.855685043476
48722.738194719546
61271.04195938124
71335.71733664426
72714.72913248037
60866.48492743954
47885.48103296191
41018.56515165558
37535.856789722566
44219.84253484655
55023.27423130746
62016.834053047714
56328.41039522378
47681.44357337391
40371.27390054885
29775.3975509102
20512.80046306207
15179.683415899986
13913.244011560706
13547.38373919603
13765.492747721124
16477.78380534775
31692.646093590498
45532.014473231415
46963.794577581655
43347.40650074615
40881.367549518836
41623.64175595102
45982.30403921872
45556.63968387134
40578.82924737112
36874.49398967872
37011.69159181548
45264.65504342646
58463.76794642917
65812.63437883128
59184.93482945571
49591.656341585665
41043.190362295514
30391.027816908456
20512.80046306207
