kWh
32232.849123663113
23217.8787827819
18586.674897690587
16957.711821456334
15972.086061405736
15926.722532700478
16891.72850697596
20615.661817962115
36509.39269342241
57116.80659707448
71826.96176904305
83625.60318956507
85242.19439433425
71352.70669621535
56135.3047941789
48085.34042757316
44002.62284409998
51838.141438644496
64502.81386172144
72701.24068590801
66032.80196623513
55896.115279187536
47326.53231104885
34905.17336011829
24046.794170941608
17794.87512392609
16310.250548117656
15881.359003995221
16137.044347606672
19316.615314129733
37152.730009606064
53376.377457468225
55054.82801956276
50815.40006419868
47924.50609852726
48794.6610582372
53904.243973311226
53405.24515755339
47569.84578319524
43227.31889895558
43388.15322800148
53062.95671368645
68536.04395933435
77150.99045617829
69381.45517611415
58135.42401436526
48114.208127658334
35626.86586224739
24046.794170941608
17794.87512392609
16310.250548117656
15881.359003995221
16137.044347606672
19316.615314129733
37152.730009606064
53376.377457468225
55054.82801956276
50815.40006419868
47924.50609852726
48794.6610582372
53904.243973311226
53405.24515755339
47569.84578319524
43227.31889895558
43388.15322800148
53062.95671368645
68536.04395933435
77150.99045617829
69381.45517611415
58135.42401436526
48114.208127658334
35626.86586224739
27647.00876727706
21803.361478608866
17361.85962264863
16372.109905443009
15860.739218220104
16528.8202773339
21898.2124931744
33795.82888541699
49367.89110278546
58448.84475814704
60980.954451331425
63917.21194570811
68705.1262026903
68375.20963028843
63282.12254383449
59302.50388923689
59681.90794749905
74433.30269101785
86359.7867833456
86652.58774135227
70915.56723778287
55298.141491709146
50518.47514903699
42852.038797848436
32232.849123663113
23217.8787827819
18586.674897690587
16957.711821456334
15972.086061405736
15926.722532700478
16891.72850697596
20615.661817962115
36509.39269342241
57116.80659707448
71826.96176904305
83625.60318956507
85242.19439433425
71352.70669621535
56135.3047941789
48085.34042757316
44002.62284409998
51838.141438644496
64502.81386172144
72701.24068590801
66032.80196623513
55896.115279187536
47326.53231104885
34905.17336011829
24046.794170941608
17794.87512392609
16310.250548117656
15881.359003995221
16137.044347606672
19316.615314129733
37152.730009606064
53376.377457468225
55054.82801956276
50815.40006419868
47924.50609852726
48794.6610582372
53904.243973311226
53405.24515755339
47569.84578319524
43227.31889895558
43388.15322800148
53062.95671368645
68536.04395933435
77150.99045617829
69381.45517611415
58135.42401436526
48114.208127658334
35626.86586224739
24046.794170941608
17794.87512392609
16310.250548117656
15881.359003995221
16137.044347606672
19316.615314129733
37152.730009606064
53376.377457468225
55054.82801956276
50815.40006419868
47924.50609852726
48794.6610582372
53904.243973311226
53405.24515755339
47569.84578319524
43227.31889895558
43388.15322800148
53062.95671368645
68536.04395933435
77150.99045617829
69381.45517611415
58135.42401436526
48114.208127658334
35626.86586224739
24046.794170941608
17794.87512392609
16310.250548117656
15881.359003995221
16137.044347606672
19316.615314129733
37152.730009606064
53376.377457468225
55054.82801956276
50815.40006419868
47924.50609852726
48794.6610582372
