time,latitude,longitude,ghi,wind_speed,temp_air,precipitable_water,dni,dhi
2015-12-31 23:30:00+00:00,52.5,13.5,-0.00052083336,1.4559432,1.0653076,1.4358653,0.0,-0.0005208333604969084
2016-01-01 00:30:00+00:00,52.5,13.5,-0.00052083336,1.6657815,1.1292725,1.317859,0.0,-0.0005208333604969084
2016-01-01 01:30:00+00:00,52.5,13.5,-0.00052083336,1.7852358,0.9895935,1.2246764,0.0,-0.0005208333604969084
2016-01-01 02:30:00+00:00,52.5,13.5,-0.00052083336,2.0785778,1.0535583,1.1696739,0.0,-0.0005208333604969084
2016-01-01 03:30:00+00:00,52.5,13.5,-0.00052083336,2.2062397,1.0741272,1.1519698,0.0,-0.0005208333604969084
2016-01-01 04:30:00+00:00,52.5,13.5,-0.00052083336,1.9546604,0.8440552,1.1273983,0.0,-0.0005208333604969084
2016-01-01 05:30:00+00:00,52.5,13.5,-0.00052083336,1.8359362,0.6690979,1.0991095,0.0,-0.0005208333604969084
2016-01-01 06:30:00+00:00,52.5,13.5,-0.00052083336,1.9018567,0.11779785,1.0605512,0.0,-0.0005208333604969084
2016-01-01 07:30:00+00:00,52.5,13.5,9.262049,2.200171,0.08029175,1.0045407,0.0,9.262048721313477
2016-01-01 08:30:00+00:00,52.5,13.5,72.7526,2.6755779,0.48535156,0.9604381,208.21247996019673,47.97071871196041
2016-01-01 09:30:00+00:00,52.5,13.5,129.98965,2.251475,1.329956,0.8811161,313.74701679030727,68.06257791541476
2016-01-01 10:30:00+00:00,52.5,13.5,136.11237,2.3420875,1.7445374,0.8355643,151.03069881247393,99.6911552842131
2016-01-01 11:30:00+00:00,52.5,13.5,130.5391,2.3085876,2.1473694,0.7944228,92.29275391354585,107.70975787061313
2016-01-01 12:30:00+00:00,52.5,13.5,97.42667,2.3077338,2.3223267,0.76367694,46.287135791141765,87.44819590265608
2016-01-01 13:30:00+00:00,52.5,13.5,48.392536,1.8669934,2.4531555,0.73633325,0.0,48.39253616333008
2016-01-01 14:30:00+00:00,52.5,13.5,11.381458,1.1966822,2.4046326,0.717243,0.0,11.381458282470703
2016-01-01 15:30:00+00:00,52.5,13.5,-0.00052083336,0.8584874,1.709259,0.7194481,0.0,-0.0005208333604969084
2016-01-01 16:30:00+00:00,52.5,13.5,-0.00052083336,0.9406239,1.1998291,0.74395674,0.0,-0.0005208333604969084
2016-01-01 17:30:00+00:00,52.5,13.5,-0.00052083336,1.0774666,1.0829773,0.76260585,0.0,-0.0005208333604969084
2016-01-01 18:30:00+00:00,52.5,13.5,-0.00052083336,0.18623182,0.9800415,0.76626,0.0,-0.0005208333604969084
2016-01-01 19:30:00+00:00,52.5,13.5,-0.00052083336,0.535869,0.7227783,0.75769156,0.0,-0.0005208333604969084
2016-01-01 20:30:00+00:00,52.5,13.5,-0.00052083336,1.5443859,0.6161804,0.732679,0.0,-0.0005208333604969084
