time,latitude,longitude,wind_speed,temp_air,ghi,dhi,precipitable_water,dni
2012-12-31 23:30:00+00:00,40.5,-3.75,2.6124918,3.3531494,0.0,0.0,1.6894598,0.0
2013-01-01 00:30:00+00:00,40.5,-3.75,2.3104546,3.329193,0.0,0.0,1.6484654,0.0
2013-01-01 01:30:00+00:00,40.5,-3.75,1.974106,3.2870789,0.0,0.0,1.4866188,0.0
2013-01-01 02:30:00+00:00,40.5,-3.75,1.7413983,3.7799072,0.0,0.0,1.2224495,0.0
2013-01-01 03:30:00+00:00,40.5,-3.75,1.5578125,3.758545,0.0,0.0,1.0462823,0.0
2013-01-01 04:30:00+00:00,40.5,-3.75,1.5287548,4.0143433,0.0,0.0,0.9770834,0.0
2013-01-01 05:30:00+00:00,40.5,-3.75,1.4561743,3.9910278,0.0,0.0,0.9326453,0.0
2013-01-01 06:30:00+00:00,40.5,-3.75,1.250256,4.0519104,0.0,0.0,0.8863487,0.0
2013-01-01 07:30:00+00:00,40.5,-3.75,1.1316525,3.7456055,1.32,1.2784375,0.86448497,0.0
2013-01-01 08:30:00+00:00,40.5,-3.75,1.3136483,4.6341248,53.91528,30.504238,0.86470354,39.048669123233964
2013-01-01 09:30:00+00:00,40.5,-3.75,1.3821009,7.174713,130.50604,83.393234,0.85967493,61.71908304765201
2013-01-01 10:30:00+00:00,40.5,-3.75,1.6084793,8.061279,230.68376,115.80216,0.8817574,173.37935223783302
2013-01-01 11:30:00+00:00,40.5,-3.75,2.4220495,8.831299,323.68015,114.18527,0.8977726,366.5568576139377
2013-01-01 12:30:00+00:00,40.5,-3.75,2.39301,9.614899,319.7673,112.59831,0.8982645,318.3945782689774
2013-01-01 13:30:00+00:00,40.5,-3.75,1.5962046,10.356415,279.93192,117.74368,0.894821,174.30476315525297
2013-01-01 14:30:00+00:00,40.5,-3.75,2.092064,10.790314,214.29388,76.99805,0.92510235,165.979759957707
2013-01-01 15:30:00+00:00,40.5,-3.75,1.0191967,9.853882,141.72594,50.781456,0.94997233,325.76057960881013
2013-01-01 16:30:00+00:00,40.5,-3.75,1.3486763,7.3450317,33.486874,16.388922,0.9794885,117.70856048408703
2013-01-01 17:30:00+00:00,40.5,-3.75,1.3870735,6.546509,0.0,0.0,1.0043585,0.0
2013-01-01 18:30:00+00:00,40.5,-3.75,1.6719854,7.513397,0.0,0.0,1.047922,0.0
2013-01-01 19:30:00+00:00,40.5,-3.75,1.75118,6.5685425,0.0,0.0,1.0951478,0.0
2013-01-01 20:30:00+00:00,40.5,-3.75,1.5626674,3.7112732,0.0,0.0,1.1305125,0.0
2013-01-01 21:30:00+00:00,40.5,-3.75,1.7452605,2.822113,0.0,0.0,1.1375089,0.0
2013-01-01 22:30:00+00:00,40.5,-3.75,1.6993426,2.381073,0.0,0.0,1.1361424,0.0
2013-01-01 23:30:00+00:00,40.5,-3.75,1.6556729,2.3221436,0.0,0.0,1.1498619,0.0
2013-01-02 00:30:00+00:00,40.5,-3.75,1.6178887,2.1233215,0.0,0.0,1.167517,0.0
2013-01-02 01:30:00+00:00,40.5,-3.75,1.496808,1.7444763,0.0,0.0,1.1675715,0.0
2013-01-02 02:30:00+00:00,40.5,-3.75,1.4916986,1.8675232,0.0,0.0,1.1825483,0.0
2013-01-02 03:30:00+00:00,40.5,-3.75,1.3056213,2.0922546,0.0,0.0,1.2054505,0.0
2013-01-02 04:30:00+00:00,40.5,-3.75,1.3434534,1.394104,0.0,0.0,1.2165464,0.0
2013-01-02 05:30:00+00:00,40.5,-3.75,1.5985612,1.5910034,0.0,0.0,1.2276423,0.0
2013-01-02 06:30:00+00:00,40.5,-3.75,1.819529,0.8209839,0.0,0.0,1.2306485,0.0
2013-01-02 07:30:00+00:00,40.5,-3.75,1.9744428,1.5527954,2.844271,2.207396,1.2195528,0.0
2013-01-02 08:30:00+00:00,40.5,-3.75,1.892052,3.4107666,77.01507,35.95229,1.2147973,234.62791091534112
2013-01-02 09:30:00+00:00,40.5,-3.75,1.3227185,7.3113403,192.13695,70.56844,1.2291727,410.3618426718298
2013-01-02 10:30:00+00:00,40.5,-3.75,2.9177935,9.136963,294.92322,87.29735,1.2624604,496.2931057451633
2013-01-02 11:30:00+00:00,40.5,-3.75,4.3118525,9.932892,373.30542,94.76807,1.2707139,578.9120325738543
2013-01-02 12:30:00+00:00,40.5,-3.75,4.560545,10.312378,355.24985,127.24489,1.2745402,434.04879237838594
2013-01-02 13:30:00+00:00,40.5,-3.75,4.3555174,10.789673,287.93042,129.63246,1.2721897,201.77577426931768
2013-01-02 14:30:00+00:00,40.5,-3.75,4.331827,11.1050415,225.48238,102.84786,1.2765077,292.57687381540893
2013-01-02 15:30:00+00:00,40.5,-3.75,3.5204902,10.341522,103.32056,52.275906,1.2884783,69.2896156660815
2013-01-02 16:30:00+00:00,40.5,-3.75,3.2927063,8.524963,33.39257,18.814306,1.2710965,114.10620981610474
2013-01-02 17:30:00+00:00,40.5,-3.75,3.3015535,8.453735,0.0,0.0,1.222231,0.0
2013-01-02 18:30:00+00:00,40.5,-3.75,3.3420672,7.6571655,0.0,0.0,1.166533,0.0
2013-01-02 19:30:00+00:00,40.5,-3.75,3.4867523,7.1611023,0.0,0.0,1.1417723,0.0
2013-01-02 20:30:00+00:00,40.5,-3.75,3.5064197,6.179962,0.0,0.0,1.1601379,0.0
2013-01-02 21:30:00+00:00,40.5,-3.75,2.8506947,5.3387146,0.0,0.0,1.1627069,0.0
2013-01-02 22:30:00+00:00,40.5,-3.75,3.0905328,5.1554565,0.0,0.0,1.1691567,0.0
2013-01-02 23:30:00+00:00,40.5,-3.75,2.8263748,4.69046,0.0,0.0,1.1647294,0.0
2013-01-03 00:30:00+00:00,40.5,-3.75,2.3041265,3.209381,0.0,0.0,1.1183234,0.0
2013-01-03 01:30:00+00:00,40.5,-3.75,2.0625021,2.100647,0.0,0.0,1.0938907,0.0
2013-01-03 02:30:00+00:00,40.5,-3.75,1.8397243,1.835144,0.0,0.0,1.0853637,0.0
2013-01-03 03:30:00+00:00,40.5,-3.75,1.7193474,1.4064331,0.0,0.0,1.0709336,0.0
2013-01-03 04:30:00+00:00,40.5,-3.75,1.7301766,1.1130676,0.0,0.0,1.0774928,0.0
