time,latitude,longitude,ghi,wind_speed,temp_air,precipitable_water,dni,dhi
2012-12-31 23:30:00+00:00,52.5,13.5,0.0,5.800337,5.7262573,1.5441148,0.0,0.0
2013-01-01 00:30:00+00:00,52.5,13.5,0.0,5.6167445,5.811493,1.3934312,0.0,0.0
2013-01-01 01:30:00+00:00,52.5,13.5,0.0,5.4162326,5.9863586,1.2798043,0.0,0.0
2013-01-01 02:30:00+00:00,52.5,13.5,0.0,5.428064,6.033325,1.3492157,0.0,0.0
2013-01-01 03:30:00+00:00,52.5,13.5,0.0,5.357698,6.184326,1.5130938,0.0,0.0
2013-01-01 04:30:00+00:00,52.5,13.5,0.0,5.2732973,6.224762,1.5815928,0.0,0.0
2013-01-01 05:30:00+00:00,52.5,13.5,0.0,5.080326,6.4053955,1.6056656,0.0,0.0
2013-01-01 06:30:00+00:00,52.5,13.5,0.0,5.1304345,6.4053955,1.5941556,0.0,0.0
2013-01-01 07:30:00+00:00,52.5,13.5,6.363264,5.32475,6.520996,1.5471327,0.0,6.363264083862305
2013-01-01 08:30:00+00:00,52.5,13.5,35.66104,5.284556,6.7557983,1.5006012,0.0,35.661041259765625
2013-01-01 09:30:00+00:00,52.5,13.5,72.36701,5.334215,7.045532,1.573592,3.2802961809644886,71.71757583722271
2013-01-01 10:30:00+00:00,52.5,13.5,100.08403,5.4126253,7.4111023,1.6458105,14.848177543310527,96.49086026304767
2013-01-01 11:30:00+00:00,52.5,13.5,94.6451,5.3771944,7.4501343,1.6964127,5.934910840635077,93.17066083058141
2013-01-01 12:30:00+00:00,52.5,13.5,81.67747,5.253499,7.450836,1.6568295,5.569641788508781,80.46959122280083
2013-01-01 13:30:00+00:00,52.5,13.5,45.078682,5.2786775,7.2182007,1.6387923,0.0,45.07868194580078
2013-01-01 14:30:00+00:00,52.5,13.5,10.891215,5.055294,6.81723,1.6375992,0.0,10.891215324401855
2013-01-01 15:30:00+00:00,52.5,13.5,0.0,4.8980217,6.6662292,1.6286857,0.0,0.0
2013-01-01 16:30:00+00:00,52.5,13.5,0.0,4.8868394,6.5282288,1.5921905,0.0,0.0
2013-01-01 17:30:00+00:00,52.5,13.5,0.0,4.853073,6.466095,1.5508525,0.0,0.0
2013-01-01 18:30:00+00:00,52.5,13.5,0.0,4.9219,6.330261,1.5155503,0.0,0.0
2013-01-01 19:30:00+00:00,52.5,13.5,0.0,5.074981,6.0976257,1.4961095,0.0,0.0
2013-01-01 20:30:00+00:00,52.5,13.5,0.0,5.0807695,5.979126,1.4276105,0.0,0.0
2013-01-01 21:30:00+00:00,52.5,13.5,0.0,5.0799303,5.7558594,1.3062634,0.0,0.0
2013-01-01 22:30:00+00:00,52.5,13.5,0.0,4.410443,5.1858215,1.1293312,0.0,0.0
2013-01-01 23:30:00+00:00,52.5,13.5,0.0,4.2607737,4.5680847,0.9586452,0.0,0.0
2013-01-02 00:30:00+00:00,52.5,13.5,0.0,4.2388487,3.949646,0.80817205,0.0,0.0
2013-01-02 01:30:00+00:00,52.5,13.5,0.0,4.0957866,3.4301758,0.73651487,0.0,0.0
2013-01-02 02:30:00+00:00,52.5,13.5,0.0,4.157071,3.2040405,0.77995837,0.0,0.0
2013-01-02 03:30:00+00:00,52.5,13.5,0.0,4.489988,3.2661743,0.9027091,0.0,0.0
2013-01-02 04:30:00+00:00,52.5,13.5,0.0,4.9713826,3.4901428,1.022442,0.0,0.0
2013-01-02 05:30:00+00:00,52.5,13.5,0.0,5.360942,3.901245,1.0725529,0.0,0.0
2013-01-02 06:30:00+00:00,52.5,13.5,0.0,5.68576,4.0515137,1.0644115,0.0,0.0
2013-01-02 07:30:00+00:00,52.5,13.5,6.6713543,5.771927,4.226349,1.0131075,0.0,6.671354293823242
2013-01-02 08:30:00+00:00,52.5,13.5,44.047153,5.793007,4.5868835,0.9931053,15.993412318264879,42.12685042735012
2013-01-02 09:30:00+00:00,52.5,13.5,90.41187,5.829343,4.920685,0.96411955,61.39997696349976,78.19548945276523
2013-01-02 10:30:00+00:00,52.5,13.5,167.26666,6.2262754,5.1959534,0.966997,292.45130352592474,96.11472933144287
2013-01-02 11:30:00+00:00,52.5,13.5,122.99177,6.4097905,5.0810547,0.9457315,80.88479541153552,102.76708062042879
2013-01-02 12:30:00+00:00,52.5,13.5,82.07934,5.564449,5.2284546,0.92439574,5.380906254918163,80.90226497107918
2013-01-02 13:30:00+00:00,52.5,13.5,56.19764,4.8993287,5.1858215,0.8820049,3.7697966916344745,55.62633333171026
2013-01-02 14:30:00+00:00,52.5,13.5,18.433332,4.5182595,5.1771545,0.844878,0.0,18.433332443237305
2013-01-02 15:30:00+00:00,52.5,13.5,0.0,4.5217357,5.1482544,0.8594059,0.0,0.0
2013-01-02 16:30:00+00:00,52.5,13.5,0.0,4.90927,5.251587,0.91913205,0.0,0.0
2013-01-02 17:30:00+00:00,52.5,13.5,0.0,5.188026,5.107788,0.959698,0.0,0.0
2013-01-02 18:30:00+00:00,52.5,13.5,0.0,5.3694205,4.9184875,0.9797705,0.0,0.0
2013-01-02 19:30:00+00:00,52.5,13.5,0.0,5.279218,5.086853,0.9835604,0.0,0.0
2013-01-02 20:30:00+00:00,52.5,13.5,0.0,5.2271385,5.1114197,1.0003341,0.0,0.0
2013-01-02 21:30:00+00:00,52.5,13.5,0.0,5.13538,5.428589,1.0505855,0.0,0.0
2013-01-02 22:30:00+00:00,52.5,13.5,0.0,4.999097,5.1648865,1.10589,0.0,0.0
2013-01-02 23:30:00+00:00,52.5,13.5,0.0,5.181668,4.99292,1.1988828,0.0,0.0
2013-01-03 00:30:00+00:00,52.5,13.5,0.0,5.2761846,5.0059204,1.2843663,0.0,0.0
2013-01-03 01:30:00+00:00,52.5,13.5,0.0,5.478515,5.078888,1.4372958,0.0,0.0
2013-01-03 02:30:00+00:00,52.5,13.5,0.0,5.634182,5.138153,1.6773227,0.0,0.0
2013-01-03 03:30:00+00:00,52.5,13.5,0.0,5.7151556,5.0059204,1.8230938,0.0,0.0
2013-01-03 04:30:00+00:00,52.5,13.5,0.0,5.629112,4.6952515,1.8915927,0.0,0.0
2013-01-03 05:30:00+00:00,52.5,13.5,0.0,6.5209136,4.505951,1.8893468,0.0,0.0
2013-01-03 06:30:00+00:00,52.5,13.5,0.0,6.605331,4.7754517,1.8941895,0.0,0.0
2013-01-03 07:30:00+00:00,52.5,13.5,1.0717014,6.6774435,5.3303223,1.9009972,0.0,1.0717014074325562
2013-01-03 08:30:00+00:00,52.5,13.5,7.917222,6.843818,6.1344604,1.9793218,0.0,7.917222023010254
2013-01-03 09:30:00+00:00,52.5,13.5,21.233194,6.5826573,6.8070984,2.027959,0.0,21.23319435119629
2013-01-03 10:30:00+00:00,52.5,13.5,16.42389,7.0622535,7.640869,1.8370602,0.0,16.42388916015625
2013-01-03 11:30:00+00:00,52.5,13.5,22.291492,7.4013743,8.22464,1.546501,0.0,22.291492462158203
2013-01-03 12:30:00+00:00,52.5,13.5,22.519236,7.4574485,8.71521,1.4801075,0.0,22.519235610961914
2013-01-03 13:30:00+00:00,52.5,13.5,15.486146,7.3761506,9.128479,1.497864,0.0,15.486145973205566
2013-01-03 14:30:00+00:00,52.5,13.5,4.1930556,7.497469,9.280914,1.5071282,0.0,4.193055629730225
2013-01-03 15:30:00+00:00,52.5,13.5,0.0,7.5291157,9.220215,1.4799674,0.0,0.0
2013-01-03 16:30:00+00:00,52.5,13.5,0.0,7.648931,9.151581,1.4903544,0.0,0.0
2013-01-03 17:30:00+00:00,52.5,13.5,0.0,8.016689,9.18338,1.4372256,0.0,0.0
2013-01-03 18:30:00+00:00,52.5,13.5,0.0,8.31035,9.216614,1.2438003,0.0,0.0
2013-01-03 19:30:00+00:00,52.5,13.5,0.0,7.6410813,8.993378,1.1113642,0.0,0.0
2013-01-03 20:30:00+00:00,52.5,13.5,0.0,7.199141,8.512909,1.0348644,0.0,0.0
