time,latitude,longitude,ghi,wind_speed,temp_air,precipitable_water,dni,dhi
2010-12-31 23:30:00+00:00,52.5,13.5,-0.0003125,6.4318094,1.23703,1.0109745,0.0,-0.0003124999930150807
2011-01-01 00:30:00+00:00,52.5,13.5,-0.0003125,6.9485917,1.216156,0.9107499,0.0,-0.0003124999930150807
2011-01-01 01:30:00+00:00,52.5,13.5,-0.0003125,7.297047,0.9949341,0.8182747,0.0,-0.0003124999930150807
2011-01-01 02:30:00+00:00,52.5,13.5,-0.0003125,7.6417685,1.0137634,0.8147875,0.0,-0.0003124999930150807
2011-01-01 03:30:00+00:00,52.5,13.5,-0.0003125,7.8754325,1.2101135,0.85631096,0.0,-0.0003124999930150807
2011-01-01 04:30:00+00:00,52.5,13.5,-0.0003125,7.9729633,1.532196,0.93115646,0.0,-0.0003124999930150807
2011-01-01 05:30:00+00:00,52.5,13.5,-0.0003125,8.2358,1.8381348,1.0278293,0.0,-0.0003124999930150807
2011-01-01 06:30:00+00:00,52.5,13.5,-0.0003125,8.366378,2.1447754,1.0757458,0.0,-0.0003124999930150807
2011-01-01 07:30:00+00:00,52.5,13.5,2.3681943,8.341901,2.4224854,1.0016754,0.0,2.368194341659546
2011-01-01 08:30:00+00:00,52.5,13.5,21.711111,8.319788,2.7546387,0.89828646,0.0,21.711111068725586
2011-01-01 09:30:00+00:00,52.5,13.5,44.55413,7.5665226,2.9449463,0.84752834,0.0,44.55413055419922
2011-01-01 10:30:00+00:00,52.5,13.5,84.582085,7.657859,3.0336914,0.77836573,0.0,84.58208465576172
2011-01-01 11:30:00+00:00,52.5,13.5,142.0581,7.6058874,3.1325378,0.7265743,158.93402334312188,102.70239907330549
2011-01-01 12:30:00+00:00,52.5,13.5,108.68833,7.2146964,3.0733643,0.68530923,80.48822100302893,91.31030890605471
2011-01-01 13:30:00+00:00,52.5,13.5,71.46313,6.906178,2.9288025,0.6864716,102.73602588162433,56.22109916291301
2011-01-01 14:30:00+00:00,52.5,13.5,17.908298,6.4614587,2.8682861,0.7100426,0.0,17.90829849243164
2011-01-01 15:30:00+00:00,52.5,13.5,-0.0003125,6.086541,2.5636902,0.7248953,0.0,-0.0003124999930150807
2011-01-01 16:30:00+00:00,52.5,13.5,-0.0003125,5.747208,2.2913513,0.7134651,0.0,-0.0003124999930150807
2011-01-01 17:30:00+00:00,52.5,13.5,-0.0003125,5.629371,2.090973,0.67613924,0.0,-0.0003124999930150807
2011-01-01 18:30:00+00:00,52.5,13.5,-0.0003125,5.4990907,1.8576355,0.64217126,0.0,-0.0003124999930150807
2011-01-01 19:30:00+00:00,52.5,13.5,-0.0003125,5.263001,1.4710083,0.62673724,0.0,-0.0003124999930150807
2011-01-01 20:30:00+00:00,52.5,13.5,-0.0003125,5.0204964,1.1919556,0.61969835,0.0,-0.0003124999930150807
2011-01-01 21:30:00+00:00,52.5,13.5,-0.0003125,4.630161,1.1166687,0.6489519,0.0,-0.0003124999930150807
2011-01-01 22:30:00+00:00,52.5,13.5,-0.0003125,4.6549973,1.0709229,0.66354656,0.0,-0.0003124999930150807
2011-01-01 23:30:00+00:00,52.5,13.5,-0.0003125,4.7679806,1.192627,0.6923483,0.0,-0.0003124999930150807
2011-01-02 00:30:00+00:00,52.5,13.5,-0.0003125,4.491031,0.971405,0.6948668,0.0,-0.0003124999930150807
2011-01-02 01:30:00+00:00,52.5,13.5,-0.0003125,4.1544886,0.8147278,0.6841469,0.0,-0.0003124999930150807
2011-01-02 02:30:00+00:00,52.5,13.5,-0.0003125,4.0678706,0.7306824,0.67355615,0.0,-0.0003124999930150807
2011-01-02 03:30:00+00:00,52.5,13.5,-0.0003125,4.036521,0.6076355,0.66219044,0.0,-0.0003124999930150807
